1977 3 21 80 6 57 44 13.200000 145.280000 33.000000 5.727161
1977 3 21 80 21 18 54 27.610000 56.390000 29.000000 6.700752
1977 3 21 80 22 42 6 27.600000 56.520000 36.000000 6.108452
1977 3 22 81 2 23 17 -33.600000 179.100000 336.000000 5.966882
1977 3 22 81 11 57 30 27.580000 56.470000 39.000000 5.918752
1977 3 23 82 2 11 14 6.790000 -73.050000 164.000000 5.537600
1977 3 23 82 5 0 41 -14.800000 -178.160000 33.000000 5.409677
1977 3 23 82 7 19 11 -14.470000 -177.950000 33.000000 6.236833
1977 3 23 82 17 10 19 -14.430000 -177.960000 2.000000 6.093686
1977 3 23 82 23 51 15 27.620000 56.590000 35.000000 5.508623
1977 3 25 84 2 39 58 38.560000 40.020000 21.000000 5.251469
1977 3 26 85 4 36 14 52.300000 -168.260000 38.000000 6.103613
1977 3 26 85 8 19 18 -18.590000 -174.150000 93.000000 5.564987
1977 3 26 85 22 26 54 -0.980000 -13.480000 33.000000 5.753941
1977 3 28 87 1 15 41 -14.680000 167.100000 109.000000 6.072747
1977 3 30 89 11 20 35 31.460000 140.190000 33.000000 5.460372
1977 4 1 91 8 34 36 -48.980000 124.610000 33.000000 5.379370
1977 4 1 91 13 36 24 27.550000 56.330000 29.000000 5.923639
1977 4 2 92 7 15 22 -16.700000 -172.100000 33.000000 7.278558
1977 4 2 92 20 39 6 16.880000 -92.790000 249.000000 5.516144
1977 4 4 94 17 52 19 7.300000 -34.860000 33.000000 6.063554
1977 4 5 95 10 42 35 12.010000 144.190000 17.000000 5.860618
1977 4 6 96 13 36 37 31.980000 50.680000 41.000000 6.012629
1977 4 9 99 4 4 12 -10.020000 -71.180000 564.000000 6.061680
1977 4 9 99 21 16 14 -19.080000 169.590000 25.000000 5.685500
1977 4 11 101 2 15 18 -52.290000 114.590000 33.000000 5.463356
1977 4 11 101 22 56 45 23.180000 142.260000 33.000000 5.241738
1977 4 13 103 11 33 51 36.470000 70.910000 196.000000 5.694993
1977 4 13 103 12 45 42 3.780000 126.760000 43.000000 5.364718
1977 4 14 104 4 5 31 -17.670000 -178.650000 535.000000 5.436947
1977 4 15 105 23 35 35 -23.100000 -68.710000 99.000000 5.387394
1977 4 16 106 6 31 13 -21.490000 -179.210000 600.000000 5.256062
1977 4 18 108 0 13 4 36.450000 70.780000 217.000000 5.375575
1977 4 19 109 21 46 33 -5.540000 125.370000 526.000000 5.746220
1977 4 20 110 15 21 45 -5.620000 148.340000 177.000000 5.365343
1977 4 20 110 20 4 29 30.600000 137.480000 493.000000 5.743412
1977 4 20 110 23 13 10 -9.830000 160.320000 33.000000 6.790689
1977 4 20 110 23 42 50 -9.890000 160.350000 19.000000 7.239495
1977 4 20 110 23 49 13 -9.840000 160.820000 33.000000 7.069892
1977 4 21 111 4 24 9 -9.970000 160.730000 33.000000 7.322787
1977 4 22 112 3 11 0 -10.170000 160.660000 51.000000 5.962148
1977 4 22 112 5 26 36 -7.610000 119.010000 35.000000 5.496963
1977 4 22 112 23 11 47 -17.750000 -178.280000 538.000000 5.285227
1977 4 23 113 14 49 9 75.230000 134.380000 37.000000 4.868627
1977 4 26 116 10 48 0 -41.320000 -89.270000 33.000000 5.587114
1977 4 26 116 16 25 29 32.660000 48.920000 47.000000 5.466311
1977 4 27 117 3 53 57 -55.200000 -127.240000 33.000000 5.506072
1977 5 1 121 0 9 6 -6.120000 -77.130000 123.000000 5.174888
1977 5 1 121 18 39 23 -7.200000 154.390000 32.000000 5.369479
1977 5 2 122 21 53 56 7.190000 123.260000 24.000000 5.871335
1977 5 7 127 2 13 32 71.750000 -1.810000 33.000000 5.413229
1977 5 7 127 18 25 33 -25.750000 179.950000 450.000000 5.710577
1977 5 8 128 16 45 16 -1.250000 -81.070000 27.000000 5.496963
1977 5 9 129 15 2 44 27.130000 126.750000 109.000000 5.484813
1977 5 10 130 22 28 31 -0.980000 127.350000 20.000000 5.383508
